Date;Feed Time;Come Back to Eat;Food Type;Brand;Description;Amount(g);Left Amount(g);Total Ate Amount(g);Hungry;Love;Result;Note;Weight(kg)
2025-05-13;10:28;2:40, 8:23, ;Wet;ciao;ic-414 貓用魚三味餐包 銀魚+雞肉;60.0;29.2;30.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-13;10:28;19:56, 21:05, 2:38, 8:22, ;Kibble;璞斯;無穀營養雞肉配方;48.6;26.7;21.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-13;12:04;8:23, ;Wet;ciao;a-113 多樂米濃湯罐 鰹魚+雞肉+柴魚片;80.0;56.6;23.4;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-14;00:45;9:50, 14:28, ;Wet;oasy;雞胸肉鮮食;70.0;33.2;36.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-14;00:45;12:48, 16:41, 17:50, ;Kibble;璞斯;無穀營養雞肉配方;20.3;14.4;5.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-14;08:04;-;Wet;ciao;cc-83 貓用頂級奢華鮪魚 鮪魚+鰹魚 凍罐;60.0;56.7;3.3;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;20:20 一直叫想吃, 但就是不吃, => 倒掉;
2025-05-14;09:51;1:16, 4:30, ;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉 x2;70.0;21.9;48.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-14;11:50;-;Wet;ciao;imc-244 雞肉濃湯杯 - 扇貝;70.0;70.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;20:20 一直叫想吃, 但就是不吃, => 倒掉;
2025-05-14;12:15;1:15, 8:37, ;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚) ;85.0;54.8;30.2;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-14;12:15;21:22, 22:38, 1:13, 4:28, 8:35, ;Kibble;璞斯;無穀營養雞肉配方;45.2;9.1;36.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-15;01:05;12:08, 18:36, ;Kibble;璞斯;無穀營養雞肉配方;20.5;13.6;6.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-15;01:05;12:10, ;Wet;ciao;ic-536 貓用雞三味凍餐包 扇貝貝柱;60.0;26.1;33.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-15;08:25;21:41, 1:46, 3:50, 7:53, ;Wet;ciao;近海罐92號 鮪魚+吻仔魚;80.0;32.7;47.3;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-15;10:55;19:28, 23:59, 1:46, 3:49;Kibble;璞斯;無穀營養雞肉配方;46.2;23.9;22.3;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 1.7g;
2025-05-15;10:55;19:29, 1:47, 7:54, ;Wet;axia;金罐特選濃厚6號 鮪+雞+蟹棒;70.0;20.2;49.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-15;13:30;22:44, 00:07, ;Kibble;柏萊富;雞肉+豌豆;8.7;2.0;6.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-16;01:37;17:13, ;Kibble;吶一口;室內貓雙響宴;17.4;8.4;9.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-16;01:37;13:03, 15:11, ;Kibble;璞斯;無穀營養雞肉配方;20.2;14.4;5.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-16;01:37;-;Wet;ciao;四連串包 多樂米濃湯 tcr-131 雞肉+鮪魚+干貝 x2;70.0;31.6;38.4;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-16;02:50;13:04, ;Wet;litomon 怪獸部落;佛跳牆 - 龍鳳呈祥;80.0;61.1;18.9;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-16;08:12;17:15, 19:02, 19:14, 23:32, 6:56, ;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;18.5;31.5;🔺 No, not really. Ate A Little;💕 Love it So Much;🔺 - 💕;"";
2025-05-16;09:48;19:12, 20:29, 21:36, 00:42, 1:31, 3:20, 6:54, ;Kibble;吶一口;室內貓雙響宴;35.7;8.4;27.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-16;09:48;19:14, 23:33, 00:44, 3:22, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;17.5;42.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-16;09:48;6:55, ;Kibble;璞斯;無穀營養雞肉配方;40.3;32.9;7.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-17;01:15;10:59, 15:56, ;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚x2;70.0;7.2;62.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-17;01:15;10:58, 13:34, 15:55, ;Kibble;吶一口;室內貓雙響宴;20.7;12.4;8.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-17;11:30;21:50, 23:29, 1:34, 4:00, 7:00, ;Kibble;璞斯;無穀營養雞肉配方;22.8;19.4;3.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-17;11:30;19:45, 20:47, 4:01, 7:01, ;Kibble;吶一口;室內貓雙響宴;42.4;13.9;28.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-17;11:30;19:46, 4:03, ;Wet;mon petit 貓倍麗;嚴選金罐角切鮮鮪魚(角切吞拿魚塊);85.0;62.5;22.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-17;12:20;1:36, 4:02, ;Wet;ciao;ic-135 貓用六種機能湯餐包 - 鮪魚+雞肉+扇貝 x2;60.0;23.3;36.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-18;01:10;10:46, 14:21, ;Wet;ciao;豪華罐 a-141 鮪魚+雞肉+頂級鮪魚;80.0;25.9;54.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-18;01:10;10:44, 14:20, 15:47, ;Kibble;吶一口;室內貓雙響宴;20.3;11.6;8.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-18;07:30;21:02, ;Wet;ciao;tsc-42z 貓用肉泥寒天果凍 鮪魚+沙丁魚;35.0;0.0;35.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-18;08:30;17:16, 18:15, 19:06, 21:00, 23:26, 00:34, 3:31, 6:27, ;Kibble;吶一口;室內貓雙響宴;52.3;7.6;44.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-18;09:20;00:36, 3:33, 6:29, ;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;24.3;55.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-18;11:15;-;Wet;wellness;core dd寵鮮杯 (鮭魚丁+雞肉);79.0;79.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;22:00 倒掉, 聞一聞沒吃;
2025-05-19;01:09;9:48, 12:11, 14:50, ;Kibble;吶一口;室內貓雙響宴;22.0;13.3;8.7;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-19;01:09;-;Wet;mon petit 貓倍麗;鰹魚鮮雞雙拼餐盒 lc3;57.0;32.4;24.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-19;01:09;-;Kibble;now;鮮肉無穀天然糧 成貓配方;20.4;20.4;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-19;04:15;12:37, ;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉;35.0;2.4;32.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-19;07:35;18:15, ;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚) ;85.0;59.5;25.5;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-19;07:35;18:12, 19:56, 00:26, ;Kibble;吶一口;室內貓雙響宴;53.3;23.8;29.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-19;12:05;00:29, 6:14, ;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味) ;60.0;30.9;29.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-20;00:02;16:57, ;Kibble;璞斯;無穀營養雞肉配方;23.1;17.5;5.6;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 2.2g;
2025-05-20;00:02;11:40, 16:56, 20:40, ;Kibble;吶一口;室內貓雙響宴;21.3;8.9;12.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-20;00:02;-;Wet;ciao;四連串包 tcr-145 乳酸菌 2000億個 雞肉& 鮭魚 x2;70.0;22.6;47.4;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-20;04:08;-;Wet;hello fresh;好鮮原汁湯罐 清蒸雞肉;80.0;42.2;37.8;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-20;09:36;20:42, 2:43;Wet;axia;金罐特選濃厚8號 鮪+雞+柴;70.0;38.1;31.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-20;10:15;-;Wet;無一物;蒸寵貓餐包 雞肉+雞軟骨;40.0;24.0;16.0;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-20;13:26;21:37, 22:58, 00:26, 2:39, ;Kibble;吶一口;室內貓雙響宴;49.8;13.3;36.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-20;23:53;-;Wet;ciao;鰹魚燒晚餐包 ic-236 (鰹魚+干貝+鰹魚高湯);50.0;50.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-21;01:10;16:41, ;Wet;法麗;微湯汁系列 天然嫩雞肉;80.0;50.7;29.3;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-21;01:10;16:40,;Kibble;preyer;無穀鮭魚佐全肉骨凍乾;18.5;18.2;0.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-21;01:10;10:16, 15:42, ;Kibble;吶一口;室內貓雙響宴;20.4;12.6;7.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-21;09:45;-;Wet;有喵病;挑嘴湯罐 鮪魚+雞;85.0;62.4;22.6;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-21;09:45;-;Kibble;preyer;乾 preyer 無穀鮭魚佐全肉骨凍乾;19.8;19.8;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-21;09:45;18:23, 23:30, 7:03,;Wet;ciao;ic-414 貓用魚三味餐包 銀魚+雞肉;60.0;33.1;26.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-21;09:45;18:22, 19:42, 22:08, 23:29, 7:01,;Kibble;吶一口;室內貓雙響宴;54.0;27.9;26.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-22;01:00;12:11, 13:51, ;Kibble;吶一口;室內貓雙響宴;20.9;11.8;9.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-22;01:00;12:13, 13:52, ;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚x2;70.0;9.0;61.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-22;08:45;16:59, 18:00, 00:21, 2:17, 6:38, ;Wet;ciao;豪華雞三味餐包 ic-532 (干貝口味);60.0;24.4;35.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-22;08:45;2:17, 6:38, ;Wet;ciao;鰹魚燒晚餐包 ic-244;50.0;43.7;6.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-22;08:45;16:56, 17:58, 20:09, 00:19, 2:14, 6:37, ;Kibble;吶一口;室內貓雙響宴;53.9;23.5;30.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-23;00:40;-;Wet;axia;新金罐濃厚4號- 鮪, 雞gnt-4;70.0;70.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-23;00:40;-;Wet;ciao;啾嚕奢華果凍杯 tsc-45 雞肉;35.0;4.6;30.4;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-23;00:40;-;Wet;wellness;ss名廚特選主食罐 鮮鮪魚泥 + 鮮鮭魚泥;79.0;79.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-23;00:40;12:34, 15:10, ;Kibble;吶一口;室內貓雙響宴;25.6;14.4;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-23;09:30;1:59, ;Wet;ciao;ic-136 貓用六種機能湯餐包 - 鰹魚+雞肉+鰹魚片 x2;60.0;31.6;28.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-23;09:30;2:01, 7:31, ;Wet;ciao;極鮮合味系列 貓餐杯 nc-93 雞肉;85.0;39.6;45.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-23;09:30;17:47, 19:14, 21:12, 23:33, 1:34, 1:57,  4:58, 7:29, ;Kibble;吶一口;室內貓雙響宴;55.1;15.5;39.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-24;00:40;-;Wet;petline;三時貓用湯包25g csp-5 雞肉, 鰹魚乾 x2;50.0;50.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-24;00:40;-;Wet;ciao;ic49 多樂米雞肉沾醬 20g x2;40.0;0.0;40.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-24;00:40;9:40, 14:38, 18:02;Kibble;吶一口;室內貓雙響宴;26.3;15.1;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-24;00:40;-;Wet;nature 養生湯罐;白身鮪魚+鮭魚;80.0;64.6;15.4;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;1:36 吃完雞心凍乾後沒多久吐/10:45 一直叫, 卻不回頭吃, 倒掉;
2025-05-24;02:50;14:40, ;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;5.4;29.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-24;07:30;-;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;35.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-24;11:50;22:14, 3:25, ;Wet;ciao;ic-361 無穀餐包 鮪魚+雞肉+干貝 ;40.0;5.3;34.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-24;11:50;3:24, ;Wet;ciao;tcr-202 貓用濃湯餐包 鰹魚+鮪魚+柴魚片;40.0;26.0;14.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-24;11:50;20:37, 22:12, 00:18, 3:22, 6:59, ;Kibble;吶一口;室內貓雙響宴;55.1;25.7;29.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-25;01:00;10:16, 14:25, 15:09, 17:24;Kibble;吶一口;室內貓雙響宴;21.6;8.0;13.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-25;01:00;10:19, 15:12, ;Wet;ciao;多樂米濃湯罐 a-43 (雞肉+鮪魚+蟹肉);80.0;16.4;63.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-25;09:25;23:35, ;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味) ;60.0;27.8;32.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-25;09:25;18:20, 20:08, 21:30, 23:33, 1:00, 4:20, ;Kibble;吶一口;室內貓雙響宴;38.2;6.4;31.8;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-25;09:25;20:10, 1:02, 4:22, 4:50, ;Wet;ciao;多樂米濃湯罐 a-111 鮪魚+雞肉+干貝;80.0;23.4;56.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-25;20:30;4:48, 8:19, ;Kibble;璞斯;無穀營養雞肉配方;14.2;4.7;9.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-26;00:53;9:48, 12:54, 14:48, ;Kibble;吶一口;室內貓雙響宴;28.4;16.6;11.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-26;00:53;9:50, ;Wet;ciao;近海鮪魚罐91號 (鰹魚+鮪魚片);80.0;50.2;29.8;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;4:23 吃完馬上吐;
2025-05-26;09:30;-;Wet;axia;金罐特選濃厚6號 鮪+雞+蟹棒;70.0;70.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-26;09:30;17:40, 19:09, 00:29, 3:04, ;Wet;ciao;豪華雞三味餐包 ic-531 (雞肉口味);60.0;11.0;49.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-26;09:30;4:05, 6:40, ;Wet;ciao;多樂米濃湯罐 a-45 (雞肉+鰹魚+吻仔魚);80.0;42.4;37.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-05-26;09:30;19:08, 21:45, 22:45, 00:27, 6:37,;Kibble;璞斯;無穀營養雞肉配方;24.9;4.4;20.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-26;09:30;3:02, 6:37, ;Kibble;吶一口;室內貓雙響宴;42.3;30.7;11.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-26;13:30;-;Kibble;素力高;宅宅貓吃雞;21.5;21.5;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-27;01:25;10:01, ;Kibble;璞斯;無穀營養雞肉配方;28.8;19.8;9.0;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 2g;
2025-05-27;01:25;10:02, 16:44, ;Wet;ciao;ic-216 貓用巧餐包 鮪魚+鰹魚乾+雞肉;40.0;12.3;27.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-27;05:40;-;Kibble;吶一口;室內貓雙響宴;25.4;22.0;3.4;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-27;06:20;16:45, ;Wet;ciao;tsc-43 貓用肉泥寒天果凍 鰹魚;35.0;19.8;15.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-27;10:40;19:02, 1:57, 5:01, ;Wet;ciao;豪華雞三味餐包 ic-532 (干貝口味);60.0;26.5;33.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-27;10:40;-;Wet;wellness;core+ 化毛配方 鮮雞肉泥;79.0;79.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-27;10:40;18:58, 5:35, ;Kibble;吶一口;室內貓雙響宴;42.3;22.6;19.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-27;10:40;20:55, 1:53, 3:31, ;Kibble;璞斯;無穀營養雞肉配方;41.3;23.2;18.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-27;11:46;1:55, 3:32, 5:02, ;Wet;tuna;愛貓天然食 雞肉+鮪魚;70.0;23.5;46.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-28;00:25;9:24, 14:37, 17:04, ;Kibble;吶一口;室內貓雙響宴;26.0;14.9;11.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-28;00:25;9:25, 14:38, ;Wet;ciao;多樂米濃湯罐 a-112 鮪魚, 雞肉, 蟹肉;80.0;31.2;48.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-28;09:30;20:36, 1:48, 6:15, ;Wet;ciao;旨定濃湯罐系列 a-234 (鮪魚+雞肉+吻仔魚);75.0;20.4;54.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-28;09:30;-;Wet;汪喵星球;無膠慢燉純湯罐 鮮甜鰹魚湯;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-28;09:30;19:47, 20:35, 00:28, 1:46, 6:14, ;Kibble;吶一口;室內貓雙響宴;46.2;12.7;33.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-29;00:19;11:36, 14:02, ;Kibble;吶一口;室內貓雙響宴;26.8;16.1;10.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-29;00:19;11:38, 14:03, ;Wet;ciao;ic-536 貓用雞三味凍餐包 扇貝貝柱;60.0;25.1;34.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-29;07:30;-;Kibble;璞斯;體態管理全齡貓 鴨肉;20.3;13.9;6.4;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2025-05-29;09:00;00:06, 3:15, 6:22, ;Wet;ciao;旨定濃湯罐系列 a-232 (鰹魚+雞肉+柴魚片);75.0;36.0;39.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-29;09:00;00:03, ;Kibble;吶一口;室內貓雙響宴;36.7;29.3;7.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-29;09:00;17:51, 22:10, 00:06, ;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;39.3;45.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-29;09:00;17:50, 19:06, 20:31, 22:09, 3:13, 6:20, ;Kibble;璞斯;體態管理全齡貓 鴨肉;40.1;13.8;26.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-05-30;00:24;9:08, 9:48, 13:39, 17:40, 19:01, 23:32, ;Kibble;璞斯;體態管理全齡貓 鴨肉;28.6;14.5;14.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-30;00:24;9:49, 13:40, 18:19, ;Wet;ciao;近海鰹魚罐93號 (干貝味) ;80.0;37.6;42.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-30;11:00;-;Wet;ciao;旨定濃湯罐系列 a-231(鮪魚+雞肉);75.0;75.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-05-30;11:00;19:27, 6:43, ;Kibble;璞斯;體態管理全齡貓 鴨肉;40.7;18.2;22.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-30;11:00;19:28, 6:45, ;Wet;ciao;tsc-119 啾嚕奢華果凍杯  雞柳海鮮 x2;70.0;18.0;52.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-30;12:30;-;Wet;ciao;旨定貓罐 白身鮪魚1000億乳酸菌 a-135;85.0;72.5;12.5;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-05-30;12:50;20:50, 4:22, 9:28,;Kibble;吶一口;室內貓雙響宴;25.3;10.6;14.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-31;01:55;15:31, ;Wet;ciao;tsc-42z 貓用肉泥寒天果凍 鮪魚+沙丁魚 x2;70.0;22.4;47.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-31;01:55;13:27, 16:33, ;Kibble;璞斯;無穀營養雞肉配方;30.8;26.1;4.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-31;01:55;15:29, 19:43, 22:05, 6:24, ;Kibble;璞斯;體態管理全齡貓 鴨肉;30.5;14.6;15.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-05-31;09:14;19:45, 23:19, 1:04, ;Wet;ciao;多樂米濃湯罐 a-41 雞肉+鮪魚+干貝;80.0;24.0;56.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-05-31;12:40;23:20, 2:36, ;Wet;ciao;ic-414 貓用魚三味餐包 銀魚+雞肉;60.0;29.7;30.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-05-31;12:40;21:39, 23:17, 1:02, 2:35, ;Kibble;吶一口;室內貓雙響宴;34.0;11.5;22.5;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 2g;
2025-06-01;00:39;9:34, ;Wet;tuna;愛貓天然食 雞肉+鮪魚;70.0;48.2;21.8;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-06-01;00:39;9:34, ;Kibble;璞斯;體態管理全齡貓 鴨肉;15.3;14.7;0.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-01;00:39;9:32, 15:02, ;Kibble;吶一口;室內貓雙響宴;19.2;12.1;7.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-01;08:35;-;Wet;kattovit 康特維;胃腸保健 營養肉汁;135.0;104.2;30.8;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-06-01;09:00;-;Wet;喵探長;主食罐 極鮮干貝燉雞;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-06-01;09:00;17:00, 19:37, 21:03, 7:44, ;Kibble;吶一口;室內貓雙響宴;33.2;15.3;17.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-01;09:00;19:39, 23:51,;Wet;ciao;啾嚕奢華果凍杯 tsc-46 雞肉+干貝 x2;70.0;20.5;49.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-06-01;09:00;17:52, 23:49, 2:10, 4:50;Kibble;璞斯;體態管理全齡貓 鴨肉;33.4;9.0;24.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-01;09:00; 2:12, ;Wet;t.n.a 悠遊;厚肉肉 有料湯肉貓罐 - ｑ雞腿;80.0;73.4;6.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-06-02;00:50;9:41, 11:22, ;Wet;ciao;旨定濃湯罐系列 a-233 (雞肉+干貝);75.0;24.7;50.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-06-02;00:50;9:40, 14:14,;Kibble;吶一口;室內貓雙響宴;22.4;14.6;7.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-02;00:50;11:21;Kibble;璞斯;體態管理全齡貓 鴨肉;20.5;19.6;0.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-02;08:30;17:30, 19:31, 20:36, 23:07, 00:08, 2:33, ;Kibble;吶一口;室內貓雙響宴;35.2;11.4;23.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-02;08:30;18:59, 6:11, ;Kibble;璞斯;體態管理全齡貓 鴨肉;34.5;25.3;9.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-06-02;08:30;17:38, ;Wet;ciao;imc-221 果凍杯 鮪魚+雞肉;70.0;34.0;36.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-06-02;08:30;2:37, ;Wet;ciao;多樂米濃湯罐 a-111 鮪魚+雞肉+干貝;80.0;47.5;32.5;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-06-02;11:05;00:10, 2:35, ;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;40.4;44.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
